,0,1,2,3,4,5
0,3.470341638,1.200823525,3.092361809,1.122137379,1.122745864,1.602999727
1,3.458589269,1.576799422,3.18467366,1.269600966,1.641609767,1.525131902
2,4.736630997,1.358659255,3.066078747,1.152130084,0.921539594,1.433654197
3,1.35296744,1.289782464,2.983411804,1.20640767,1.31385537,1.661155979
4,3.573555757,1.114418302,2.995549356,1.059170807,0.929265908,2.058536146
5,2.985506172,0.944680014,3.013160327,1.063252084,1.15654443,1.65585353
6,6.607068045,0.87920244,2.916364143,1.109866075,0.991703839,2.080662491
7,4.678749022,1.117097553,2.997095608,1.39968853,1.517432374,1.840344368
