,0,1,2,3,4,5
0,5.927755387,2.452644716,2.804403147,5.218967758,1.567560803,4.737855962
1,6.634445116,1.228261173,1.772262282,6.079066691,1.709123331,5.126261071
2,5.441667134,2.205356765,2.316654244,4.58595807,0.589490079,4.141973278
3,5.471127335,1.795861525,2.209865264,5.653959092,0,3.18517666
4,7.49012765,2.808212521,2.783245374,4.566733114,0.827517232,3.833800597
5,6.479615916,1.87210499,2.871885008,4.325761722,0.420084394,4.862675227
6,6.046221158,2.285137599,3.323920206,8.482413468,1.850421749,4.197542091
7,6.463841861,2.523318465,1.777887538,1.223244595,1.642966023,3.710596799
