,size,intensity
1891,2192,1
1892,2575,4
1893,1171,1
1894,784,1
1895,2243,22
1896,1666,20
1897,1619,4
1898,971,3
1899,1638,6
1900,3863,102
1901,1195,10
1902,2020,19
1903,1522,1
1904,1708,15
1905,812,86
1906,507,14
1907,541,1
1908,670,1
1909,1198,5
1910,4506,36
1911,2110,1
1912,757,0
1913,461,0
1914,4278,150
1915,901,1
1916,218,1
1917,369,1
1918,217,0
1919,188,0
1920,262,0
1921,262,27
1922,3713,27
1923,3774,48
1924,2936,8
1925,2698,4
1926,3182,15
1927,3259,4
1928,3607,1
1929,2743,12
1930,3370,46
1931,1757,3
1932,4093,54
1933,3267,1
1934,2929,1
1935,1931,2
1936,2584,5
1937,4097,81
1938,1851,9
1939,4709,26
1940,2336,6
1941,2890,28
1942,2804,3
1943,1716,9
1944,3989,6
1945,1812,4
1946,1854,1
1947,1613,26
1948,2856,41
1949,3097,115
1950,3338,4
1951,1650,1
1952,2232,20
1953,1943,1
1954,2044,6
1955,2586,2
1956,2241,12
1957,1862,5
1958,3381,2
1959,1884,22
1960,2723,1
1961,1978,21
1962,2383,71
1963,3067,13
1964,3623,20
1965,3275,1
1966,3179,2
1967,1877,16
1968,4140,56
1969,2088,21
1970,3470,6
1971,2568,2
1972,1883,9
1973,2696,1
1974,1918,20
1975,1862,12
1976,2333,28
1977,2108,35
1978,1641,1
1979,2073,16
1980,2165,29
1981,1902,31
1982,2649,66
1983,2662,51
1984,3220,29
1985,2912,7
1986,2209,25
1987,3100,18
1988,1464,1
1989,1464,13
1990,1751,25
1991,2165,41
1992,1914,3
1993,2419,29
1994,2095,22
1995,3450,1
1996,1604,1
1997,1763,8
1998,2728,34
1999,3407,28
2000,2133,1
2001,2357,12
2002,1772,7
2003,1689,1
2004,1863,34
2005,1585,12
2006,1790,1
2007,2096,33
2008,1553,12
2009,2271,1
2010,1893,7
2011,1773,20
2012,2309,43
2013,1837,130
2014,2215,1
2015,3987,143
2016,2200,82
2017,2294,2
2018,1384,2
2019,2475,1
2020,1697,3
2021,2132,1
2022,981,5
2023,1234,13
2024,1126,7
2025,4201,42
2026,2086,1
2027,1237,22
2028,1264,13
2029,730,1
2030,1276,1
2031,1151,5
2032,4755,31
2033,1539,9
2034,1800,6
2035,1386,36
2036,2140,8
2037,2554,54
2038,651,0
2039,1931,38
2040,2258,3
2041,1816,4
2042,2546,1
2043,1179,15
2044,5105,127
2045,1246,29
2046,877,4
2047,2101,1
2048,1275,7
2049,1848,16
2050,2001,2
2051,882,1
2052,2135,5
2053,2708,13
2054,1790,1
2055,1185,1
2056,860,5
2057,2022,14
2058,1297,2
2059,5652,46
2060,1489,12
2061,585,1
2062,582,1
2063,2104,60
2064,4351,79
2065,2035,1
2066,697,7
2067,407,83
2068,318,1
2069,871,1
2070,239,8
2071,551,1
2072,477,11
2073,3817,10
2074,2222,9
2075,2062,3
2076,3490,52
2077,2617,10
2078,2393,14
2079,3092,16
2080,2235,7
2081,1909,12
2082,2826,20
2083,1915,9
2084,2190,6
2085,3286,42
2086,3091,45
2087,3585,62
2088,3975,16
2089,2327,11
2090,3634,1
2091,2920,17
2092,2150,57
2093,1945,2
2094,2002,2
2095,1472,7
2096,2722,2
2097,2304,8
2098,2397,1
2099,1885,2
2100,2270,4
2101,1937,6
2102,3108,160
2103,1995,7
2104,2629,1
2105,2264,7
2106,2240,2
2107,1929,21
2108,2706,30
2109,3460,23
2110,1836,3
2111,2310,1
2112,2186,3
2113,2675,9
2114,2395,5
2115,2068,1
2116,2727,31
2117,2336,1
2118,1709,7
2119,2478,8
2120,2633,11
2121,2309,12
2122,1852,4
2123,2764,15
2124,1805,9
2125,1715,5
2126,1531,28
2127,1690,3
2128,1768,9
2129,1858,5
2130,1795,2
2131,1632,3
2132,2276,7
2133,2209,14
2134,2550,9
2135,1717,10
2136,2270,1
2137,1901,31
2138,2205,10
2139,2264,23
2140,2239,51
2141,1648,11
2142,2026,1
2143,1924,44
2144,1896,6
2145,2915,28
2146,5012,13
2147,2257,8
2148,1552,2
2149,1694,19
2150,1492,2
2151,1089,3
2152,1758,5
2153,2390,1
2154,2537,20
2155,1815,2
2156,2782,18
2157,1643,4
2158,1204,15
2159,1503,3
2160,1195,0
2161,1655,7
2162,1881,9
2163,977,28
2164,2097,27
2165,1548,1
2166,1817,11
2167,1672,3
2168,1590,1
2169,1493,1
2170,2303,47
2171,1818,3
2172,2176,1
2173,1916,9
2174,1896,12
2175,1626,9
2176,1511,2
2177,1724,25
2178,1973,2
2179,1907,1
2180,1169,4
2181,1613,4
2182,1556,2
2183,1899,18
2184,1478,2
2185,1685,2
2186,2508,14
2187,1430,1
2188,1957,1
2189,1397,2
2190,2191,13
2191,1465,15
2192,1909,2
2193,1049,1
2194,1743,7
2195,1470,10
2196,1632,11
2197,1579,12
2198,1115,0
2199,1285,1
2200,1472,1
2201,1088,3
2202,2491,1
2203,1268,0
2204,1118,1
2205,1358,6
2206,1887,5
2207,1862,26
2208,1689,1
2209,3186,6
2210,1298,1
2211,2817,3
2212,2401,1
2213,519,1
2214,3454,1
2215,1521,7
2216,1069,1
2217,1739,1
2218,596,0
2219,876,2
2220,2201,4
2221,668,4
2222,1058,1
2223,1102,24
2224,431,2
2225,3335,1
2226,1620,0
2227,1829,4
2228,1000,18
2229,981,1
2230,590,1
2231,249,0
2232,349,0
2233,4030,55
2234,2737,14
2235,1949,1
2236,4241,6
2237,4184,255
2238,3375,33
2239,4207,16
2240,2932,8
2241,1959,2
2242,1807,15
2243,3797,122
2244,4805,1
2245,6238,170
2246,3144,11
2247,4668,255
2248,1765,1
2249,6312,1
2250,2274,98
2251,2078,1
2252,2702,1
2253,6238,1
2254,883,1
2255,2233,216
2256,1618,1
2257,2073,1
2258,4709,141
2259,424,8
2260,317,79
2261,186,255
2262,5178,1
2263,3348,7
2264,4680,143
2265,2871,8
2266,2661,35
2267,5850,191
2268,3004,20
2269,5664,54
2270,4885,1
2271,5581,1
2272,2789,10
2273,6794,1
2274,2633,7
2275,5506,1
2276,3080,35
2277,1864,3
2278,2893,1
2279,6646,255
2280,2783,26
2281,2861,30
2282,3603,9
2283,4653,1
2284,1754,22
2285,5975,10
2286,3793,5
2287,3794,1
2288,2653,16
2289,1274,1
2290,3436,11
2291,3171,1
2292,3082,15
2293,3041,1
2294,4555,1
2295,1141,1
2296,2564,1
2297,2912,1
2298,989,1
2299,4442,255
2300,174,255
2301,4034,41
2302,5035,30
2303,4154,2
2304,5456,1
2305,4178,18
2306,4559,22
2307,4165,11
2308,2792,21
2309,3007,5
2310,3610,1
2311,2713,1
2312,2914,11
2313,4438,1
2314,1908,3
2315,3640,6
2316,3568,1
2317,2402,11
2318,1914,1
2319,2596,2
2320,2201,4
2321,3602,7
2322,2974,8
2323,2585,2
2324,4609,6
2325,2910,3
2326,2574,1
2327,5184,59
2328,3676,1
2329,2492,26
2330,3276,1
2331,4376,5
2332,1914,1
2333,4498,15
2334,6592,1
2335,1684,8
2336,2335,6
2337,4450,26
2338,2390,4
2339,6115,1
2340,2933,59
2341,2502,9
2342,5551,65
2343,3153,1
2344,1939,1
2345,1449,4
2346,2115,38
2347,1319,3
2348,1564,14
2349,2921,4
2350,4313,12
2351,3620,1
2352,1274,1
2353,4658,42
2354,2393,1
2355,599,1
2356,797,2
2357,2796,3
2358,4303,1
2359,688,1
2360,919,0
2361,439,1
2362,320,1
2363,935,1
2364,3828,9
2365,1439,1
2366,3022,1
2367,6837,1
2368,260,1
2369,240,1
2370,2539,15
2371,3441,1
2372,5156,1
2373,2585,7
2374,5184,12
2375,3826,1
2376,3793,1
2377,2352,1
2378,2663,30
2379,2537,16
2380,2542,12
2381,3138,36
2382,4507,20
2383,3173,4
2384,2608,67
2385,4734,1
2386,2509,1
2387,2566,1
2388,1737,1
2389,2530,1
2390,7269,91
2391,5260,1
2392,3157,35
2393,2695,4
2394,2053,1
2395,2404,17
2396,5150,1
2397,2056,12
2398,6320,1
2399,5179,1
2400,2132,1
2401,1930,16
2402,2498,63
2403,3390,1
2404,3250,1
2405,1549,1
2406,6194,255
2407,1655,1
2408,940,4
2409,3588,1
2410,3278,49
2411,2589,19
2412,3584,1
2413,5905,22
2414,3394,1
2415,3845,1
2416,3181,3
2417,2440,1
2418,2038,2
2419,7322,1
2420,4637,1
2421,3660,255
2422,2063,1
2423,2363,12
2424,2103,1
2425,2658,62
2426,1531,4
2427,6806,1
2428,3564,1
2429,4282,31
2430,3140,7
2431,1972,15
2432,7457,255
2433,4409,1
2434,1700,1
2435,1582,1
2436,3745,1
2437,905,0
2438,327,1
2439,881,1
2440,186,255
2441,4115,48
2442,4596,2
2443,5301,20
2444,5185,23
2445,2078,31
2446,2581,3
2447,3179,1
2448,3814,2
2449,5706,48
2450,3623,20
2451,2081,6
2452,5665,17
2453,3291,15
2454,2110,20
2455,2745,15
2456,2689,1
2457,4063,11
2458,1745,15
2459,5451,17
2460,2462,12
2461,2630,11
2462,3560,1
2463,1350,0
2464,1959,1
2465,2049,13
2466,1737,1
2467,1557,1
2468,2291,1
2469,1637,3
2470,1673,6
2471,1402,4
2472,1461,2
2473,1459,0
2474,3780,85
2475,885,7
2476,1474,0
2477,3991,9
2478,1162,0
2479,1513,36
2480,792,1
2481,1734,44
2482,386,1
2483,5166,53
2484,615,0
2485,2565,11
2486,489,29
2487,370,1
2488,349,0
2489,692,1
2490,259,1
2491,1330,13
2492,423,1
2493,180,44
2494,2494,61
2495,5755,5
2496,4429,22
2497,612,20
