,size,intensity
1898,2794,136
1899,3439,28
1900,3323,8
1901,5809,5
1902,2336,40
1903,3680,65
1904,2538,10
1905,3025,81
1906,1881,26
1907,2484,43
1908,2784,4
1909,2140,21
1910,2547,1
1911,2279,3
1912,1961,46
1913,2289,36
1914,2095,27
1915,1755,20
1916,2003,5
1917,1629,40
1918,2048,14
1919,1641,21
1920,2248,42
1921,3066,2
1922,1845,73
1923,1993,1
1924,1694,6
1925,2763,119
1926,2069,10
1927,2670,47
1928,1990,7
1929,2329,26
1930,3138,51
1931,1735,8
1932,2334,1
1933,1698,15
1934,2038,22
1935,2103,31
1936,2019,40
1937,1775,45
1938,1686,1
1939,1128,12
1940,3194,31
1941,4381,50
1942,3198,4
1943,1660,24
1944,2649,101
1945,1574,167
1946,1758,6
1947,1891,4
1948,2497,76
1949,2314,9
1950,1910,40
1951,1394,2
1952,2216,18
1953,1602,1
1954,4011,70
1955,1079,22
1956,1302,27
1957,1457,19
1958,3004,8
1959,1170,7
1960,1461,193
1961,2971,4
1962,2684,9
1963,2051,18
1964,1437,9
1965,1220,17
1966,1727,21
1967,1768,10
1968,1616,6
1969,859,1
1970,1070,60
1971,1452,48
1972,3872,18
1973,2755,49
1974,3758,1
1975,1621,19
1976,3024,19
1977,2081,37
1978,1443,1
1979,1763,2
1980,1250,30
1981,1543,39
1982,1374,3
1983,973,18
1984,1988,27
1985,1352,72
1986,1810,17
1987,3682,43
1988,3339,85
1989,1519,42
1990,851,2
1991,1881,9
1992,1561,15
1993,2103,16
1994,981,27
1995,960,19
1996,1582,1
1997,2473,125
1998,1390,28
1999,1638,37
2000,4727,38
2001,2104,47
2002,713,1
2003,2178,44
2004,909,1
2005,1664,1
2006,1037,10
2007,856,1
2008,3317,255
2009,998,41
2010,851,49
2011,2602,20
2012,333,124
2013,503,92
2014,658,5
2015,1581,63
2016,817,44
2017,453,51
2018,172,58
2019,268,1
2020,447,82
2021,157,60
2022,4187,2
2023,2521,3
2024,2917,78
2025,4081,23
2026,3537,10
2027,2951,1
2028,4084,8
2029,3053,255
2030,2322,2
2031,3701,60
2032,3790,72
2033,2114,2
2034,3699,25
2035,2147,18
2036,2549,30
2037,5637,97
2038,1875,1
2039,2543,3
2040,1792,15
2041,5118,180
2042,2558,5
2043,1482,44
2044,2152,15
2045,1723,17
2046,1304,6
2047,2080,2
2048,1474,75
2049,1158,1
2050,2068,168
2051,1850,8
2052,1670,150
2053,872,1
2054,764,1
2055,1600,33
2056,1854,4
2057,1025,34
2058,1556,90
2059,1131,21
2060,263,0
2061,187,6
2062,2888,2
2063,2217,1
2064,2279,1
2065,2144,1
2066,4202,8
2067,1762,1
2068,1871,5
2069,2533,43
2070,1985,10
2071,2990,2
2072,3881,3
2073,2261,162
2074,2023,39
2075,2281,189
2076,2742,125
2077,2266,1
2078,2624,255
2079,2942,53
2080,4050,68
2081,3973,50
2082,2007,16
2083,1350,7
2084,2004,1
2085,1415,67
2086,1656,94
2087,1520,1
2088,3216,31
2089,2575,122
2090,1652,2
2091,2375,9
2092,1267,1
2093,1599,50
2094,1850,99
2095,1108,60
2096,2158,43
2097,2389,11
2098,1190,1
2099,1876,78
2100,1225,9
2101,1278,104
2102,2181,1
2103,1414,71
2104,1549,38
2105,2458,122
2106,1481,72
2107,3699,255
2108,855,83
2109,1985,55
2110,1183,18
2111,4056,153
2112,548,15
2113,2716,1
2114,1080,96
2115,236,107
2116,157,0
2117,177,113
2118,3343,1
2119,3053,1
2120,2518,15
2121,1720,1
2122,2543,5
2123,4693,63
2124,3504,42
2125,3781,45
2126,2074,46
2127,2874,1
2128,2319,7
2129,3474,8
2130,3248,99
2131,3263,2
2132,4987,73
2133,1718,3
2134,2977,29
2135,2016,2
2136,2287,2
2137,2066,72
2138,2758,9
2139,2325,33
2140,2355,60
2141,3085,13
2142,2460,16
2143,2752,3
2144,2428,51
2145,2849,2
2146,2063,7
2147,1301,1
2148,1830,10
2149,2158,1
2150,2622,7
2151,1355,5
2152,4730,3
2153,1796,2
2154,1436,2
2155,1878,8
2156,2404,255
2157,1794,28
2158,1812,2
2159,2331,59
2160,2285,47
2161,1824,28
2162,1796,1
2163,1960,8
2164,1968,30
2165,3306,3
2166,1657,18
2167,2075,13
2168,1882,46
2169,1714,1
2170,3089,5
2171,4018,84
2172,3534,55
2173,1651,14
2174,1841,24
2175,1774,2
2176,2120,72
2177,2098,12
2178,2063,95
2179,1537,15
2180,1642,3
2181,1838,15
2182,5170,1
2183,1396,1
2184,2185,20
2185,1338,18
2186,1883,67
2187,1884,64
2188,1359,16
2189,1872,1
2190,3882,44
2191,3018,38
2192,2170,2
2193,1275,11
2194,1929,15
2195,2103,2
2196,2115,40
2197,2819,8
2198,1423,26
2199,1997,2
2200,1093,2
2201,3328,6
2202,3989,68
2203,1462,11
2204,1657,2
2205,3033,54
2206,1780,16
2207,1848,8
2208,1461,34
2209,2295,182
2210,2104,72
2211,1367,4
2212,3602,3
2213,1544,62
2214,1330,19
2215,1205,6
2216,1413,2
2217,4644,128
2218,1643,19
2219,2406,56
2220,1305,37
2221,1375,101
2222,2249,44
2223,862,22
2224,1483,37
2225,978,28
2226,1644,3
2227,1442,60
2228,2106,130
2229,3056,4
2230,1182,2
2231,4293,75
2232,538,1
2233,518,2
2234,962,2
2235,227,66
2236,1802,1
2237,564,56
2238,2516,108
2239,561,1
2240,4159,2
2241,211,1
2242,1529,55
2243,542,7
2244,2471,87
2245,2672,1
2246,2052,140
2247,995,1
2248,274,1
2249,3098,12
2250,2314,11
2251,2017,1
2252,4762,47
2253,2783,30
2254,3208,12
2255,2988,1
2256,3330,5
2257,2461,64
2258,2963,35
2259,2896,28
2260,2857,1
2261,3597,41
2262,2896,1
2263,3121,3
2264,2407,1
2265,3724,57
2266,3052,13
2267,1726,1
2268,2910,15
2269,3108,12
2270,2853,7
2271,2455,129
2272,2875,43
2273,3779,1
2274,2560,18
2275,2915,9
2276,2478,31
2277,3401,3
2278,2754,1
2279,3571,93
2280,3900,1
2281,2604,102
2282,2542,129
2283,1964,1
2284,4287,125
2285,1733,15
2286,2023,3
2287,2022,28
2288,1966,36
2289,4201,69
2290,1839,39
2291,2635,20
2292,2433,8
2293,2189,12
2294,3958,3
2295,3078,45
2296,1676,17
2297,3252,22
2298,3190,27
2299,3410,43
2300,2950,31
2301,2992,2
2302,2012,1
2303,1890,2
2304,3286,59
2305,2266,2
2306,2390,54
2307,2669,20
2308,1556,6
2309,2303,171
2310,3882,79
2311,2357,37
2312,1646,12
2313,2235,33
2314,1809,9
2315,1478,33
2316,1362,17
2317,1866,14
2318,1777,5
2319,1574,27
2320,2033,8
2321,1459,1
2322,1266,96
2323,3024,1
2324,1540,15
2325,2847,27
2326,1084,21
2327,2374,6
2328,1388,20
2329,2619,72
2330,4759,79
2331,1277,38
2332,1193,15
2333,1687,6
2334,2553,21
2335,2000,114
2336,1201,2
2337,2160,47
2338,1204,9
2339,2084,22
2340,1548,8
2341,1897,1
2342,2261,28
2343,2992,105
2344,3247,6
2345,2342,1
2346,1912,1
2347,1471,2
2348,1158,1
2349,919,65
2350,5399,111
2351,1455,31
2352,1117,1
2353,1510,1
2354,7333,120
2355,1141,1
2356,2127,36
2357,1346,30
2358,1463,7
2359,1520,28
2360,2384,33
2361,609,1
2362,1422,1
2363,1133,65
2364,583,1
2365,3042,6
2366,1821,141
2367,3143,58
2368,807,7
2369,3525,95
2370,2864,107
2371,2700,101
2372,1318,15
2373,1175,12
2374,2258,1
2375,1066,1
2376,565,46
2377,738,1
2378,629,3
2379,3146,44
2380,2484,1
2381,345,48
2382,544,1
2383,712,1
2384,5007,106
2385,866,1
2386,2995,56
2387,1596,5
2388,3967,2
2389,4093,114
2390,4145,1
2391,4491,1
2392,2485,1
2393,3929,88
2394,5461,59
2395,3312,4
2396,4647,79
2397,4383,9
2398,2956,90
2399,3918,25
2400,5537,142
2401,2463,35
2402,3317,59
2403,4313,101
2404,4624,124
2405,2238,9
2406,3133,68
2407,2342,1
2408,5450,188
2409,1832,1
2410,2184,30
2411,2917,36
2412,5110,162
2413,5605,1
2414,5751,255
2415,1711,1
2416,3882,2
2417,2086,18
2418,3591,12
2419,1495,143
2420,2312,128
2421,5042,98
2422,1094,8
2423,2798,10
2424,1733,1
2425,3335,82
2426,1299,1
2427,3276,1
2428,3656,97
2429,2941,1
2430,1249,46
2431,1391,78
2432,865,37
2433,852,49
2434,597,3
2435,3554,66
2436,3403,54
2437,2237,71
2438,186,255
2439,4923,62
2440,5440,1
2441,3559,90
2442,5039,1
2443,2193,17
2444,3046,7
2445,4401,4
2446,5867,116
2447,3346,10
2448,1699,88
2449,2256,71
2450,4948,1
2451,3654,5
2452,2524,1
2453,2579,45
2454,5268,3
2455,2916,12
2456,1568,1
2457,4914,7
2458,2184,109
2459,3757,55
2460,4488,39
2461,5784,2
2462,3164,63
2463,750,2
2464,958,50
2465,5208,14
2466,5365,128
2467,3488,64
2468,390,73
2469,6160,2
2470,321,12
2471,986,2
2472,2503,84
2473,577,42
2474,1158,41
2475,4155,27
2476,423,1
2477,19,123
2478,165,255
2479,227,1
